type,adresse,prix,details,description,supplements
Vente Maison,Orsay (91400),640.000 €,6 pièces 4 chambres 115 m² Terrain 450 m² 5.565 € le m²,"Maison individuelle non mitoyenne en limite de propriété

Pour toute visite, il sera demandé de compléter un dossier sur dossierfacile.fr

Situé au calme à proximité des espaces verts (parc d' Orsay), zone boisée à 200 m, à 10 min à pied du centre ville et proche de toutes commodités : commerces, écoles et transports. Idéalement desservie proche de N 118, RER B à 15 min à pied, navette gare à 200 m.

**Belle maison de caractère pleine de charme, double exposition (Est-Ouest), d'une superficie de 126 m² au sol 115 m2 Carrez édifiée sur une parcelle de 450 m2 comprenant:

- Au rez-de-chaussée : surélevé, pierre de taille, Hall d'entrée lumineux avec vestiaire (ligne Roset, moderne) séjour très lumineux (exposé Est) avec accès terrasse de 8/9 m2 donnant sur jardin arboré sans vis-à-vis.
Cuisine fonctionnelle accès sous sol et garage,
Salle d'eau carrelée en briare bleu, wc indépendant avec lavabo,
Escalier très large en chêne accès étage.

- A l'étage : un couloir large très lumineux desservant 4 chambres dont 3 avec rangements et penderies intégrées,
Salle d'eau carrelée en marbre d' Italie, avec baignoire et lavabo double vasque,
wc indépendant, bureau.

- Sous sol : semi enterré 50m2 , espace chaufferie, buanderie, atelier, cave à vin.

Vaste grenier: à hauteur d'homme, toiture en ardoises d'Angers, Isolé sous plancher

Garage : traversant accès sur le jardin, garage pour 2 voitures entrée direct hauteur de la chaussée

Porte garage et portail télécommandés, Alarme ensemble de la maison. Isolation intérieure (murs plafonds), tuyauterie de chauffage central calorifugée en sous-sol, chauffage gaz

Taxe foncière : 2.047€.",| Le Guichet| Orsay - Ville| Lozère
Vente Appartement,Vincennes (94300),800.000 €,4 pièces 3 chambres 81 m²,"Appartement quartier Sorano-Centre ville rue Crébillon, au 4ème étage avec ascenseur 81 m², 4 pièces desservies par un couloir soit à gauche à l'ouest sur jardin une cuisine indépendante équipée et aménagée avec fenêtre, wc séparé,
deux grandes chambres avec fenêtres et grands placards, petite bureau/chambre avec fenêtre et placards, une salle d'eau avec baignoire et fenêtre.
A droite sur l'est vaste double séjour avec vue dégagée sur nombreux arbres, un dressing, au sol parquet, double vitrage, chauffage et eau chaude collectifs.

Bien refait à l'état neuf, grande luminosité, calme, cave en sous-sol.
Cet immeuble semi-récent est également en bon état.",| Croix de Chavaux (Place Jacques Duclos)| Vincennes| Château de Vincennes
Vente Appartement,Paris 17e (75017),578.000 €,2 pièces 1 chambre 53 m²,"Proche métro Brochant, dans un immeuble de caractère en pierre de taille.

Appartement 2 pièces de 53 m² au 4ème étage sur 6. Exposé sud-ouest ce bien est lumineux et donne sur une cour au calme. Il offre de belles prestations avec parquet d'origine au sol, moulures et cheminée.

Il se compose d'une entrée, d'un agréable séjour lumineux, d'une cuisine dinatoire équipée, d'une chambre équipée d'un placard avec penderie, d'une salle de bain, d'un wc séparé et d'une pièce supplémentaire d'environ 4,3 m² pouvant faire office d'un bureau ou dressing.

Une cave complète ce bien.
Double vitrage et chauffage individuel au gaz.
Charges mensuelles d'environ 130 €/mois et avec gardien.
NB : Agences s'abstenir.

Proche des commerces et des transports en communs :
Métro 13, 14, RER C, Gare de Pont Cardinet et Bus 74, 54, 66, 21...",| Brochant| Pont-Cardinet| Porte de Clichy
Vente Appartement,Créteil (94000),280.000 €,4 pièces 2 chambres 76 m² 3.684 € le m²,"Sous promesse

Idéalement situé. A proximité immédiate de tous commerces : Centre commercial Créteil Soleil, des écoles, transports, axes routiers.


Dans une résidence sécurisée. Au 1er étage d'un grand immeuble de 16 étages, avec ascenseurs.

Appartement 4 pièces de 75.83 m2 loi Carrez, sans vis à vis, très calme et lumineux avec son exposition Sud-Est, il se compose d'une entrée avec placard, une cuisine aménagée & équipée avec cellier, salon avec balcon filant et loggia fermée 10 m2, deux chambres (donnant sur balcon), une salle à manger (ou 3ème chambre possible), une salle d'eau avec douche à l'italienne.

Chauffage collectif. Baies vitrées en alu avec volets roulants. Double vitrage. Porte blindée.

Un box fermé dans la résidence et une cave avec électricité complètent ce bien.


Charges copropriétés : 2796 E
Taxe foncière : 1630 E",| Créteil - Université| Créteil - Préfecture (Hôtel de Ville)| Créteil - L'Échat (Hôpital Henri Mondor)
Vente Maison,Chennevières-sur-Marne (94430),695.000 €,7 pièces 5 chambres 202 m² Terrain 400 m² 3.441 € le m²,"Au sein d'un quartier résidentiel très calme sur voie sans issue avec places de parking extérieures ; maison indépendante Kaufmann & Broad de 1990 en R+2, d'une surface habitable de 200m2 sur un terrain arboré et fleuri de 400m2 avec éclairage et arrosage automatique. Climatisation réversible dans toutes les pièces 100% électrique. Ravalement total mai 2022.

Au rez-de-chaussée - Double garage + buanderie – Entrée, Salon de 50m2 avec belle cheminée feu ouvert – wc + lave mains – Cuisine de 13 m2 entièrement équipée donnant sur une terrasse aménagée de 15m2 avec store banne motorisé - Très belle véranda de 22m2 structure bois donnant sur le jardin, double vitrage, deux grands ouvrants, plancher bois neuf, volet roulant motorisé de toit vitré, climatisation.

Au 1er étage : Sur plancher intégral bois massif, palier coin lecture de 13 m2 avec placards et bibliothèque - salle de bains rénovée et wc indépendants. Deux chambres de 12 m2 avec placards et une grande suite parentale de 20 m2 avec placards + dressing + salle de bain privée rénovée et wc.
Au 2ème étage : Palier de 10 m2 avec rangements, et deux chambres. Trois fenêtres de toit type Velux motorisés avec capteur de pluie. Climatisation réversible intégrale pour toute la maison. Adoucisseur d'eau, alarme, caméras extérieures, fibre internet, jacuzzi extérieur.",| La Varenne - Chennevières| Champigny| Sucy - Bonneuil
Vente Maison,Andilly (95580),550.000 €,6 pièces 4 chambres 181 m² Terrain 341 m² 3.039 € le m²,"Quartier résidentiel, calme. Écoles à proximité, bus à proximité, gare à 10min en voiture. Commerces à proximité. Dans lotissement familial.

Jolie maison sans mitoyenneté de 181 m2 complètement indépendante et sans vis-à-vis sur un terrain de 341 m2 avec petit bassin de poissons dans l'arrière jardin.
Maison très lumineuse avec son exposition Sud-Ouest, sur deux niveaux, elle se compose de:

- Au rez-de-chaussée : Une entrée indépendante desservant un vaste double séjour très lumineux d'environ 50 m2 avec cheminée (nombreuses fenêtres), cuisine aménagée séparée, deux chambres (ou chambre + bureau) dont une suite parentale avec salle de bains privative ainsi qu'une seconde salle de bains et un wc séparé.

- A l'étage : Mezzanine donnant sur le salon et desservant sur le palier deux chambres de 20 m2, une salle d'eau avec douche et lavabo, un dressing, grenier de rangements ainsi qu'un wc indépendant.

Chauffage individuel au gaz (chaudière récente). Double vitrage. Volets en bois. Prévoir rafraichissements (mettre au goût du jour).

Un garage de 20 m2 + une place de parking.

Taxe foncière : 2400 E",| Champ de courses d'Enghien| Ermont - Halte| Ermont-Eaubonne
Vente Appartement,Paris 16e (75016),1.180.000 €,3 pièces 2 chambres 84 m² 14.048 € le m²,"Trocadéro, place de Mexico, dans la résidence Saint-Didier, appartement de 84 m2 se composant d'une entrée distribuant des toilettes invités, un salon/salle à manger ouvrant sur une terrasse accessible de 9m2, une cuisine et une chambre principale avec salle de bain complète, ainsi qu'une seconde chambre avec salle de douche. Nombreux placards de rangement, orienté est. Une cave complète ce bien. Un parking est proposé au prix de 70.000 euros

Au 6ème étage (5e après l'entresol) avec ascenseur et interphone, dans une résidence luxueuse avec réception et gardiennage 24h/24h est.
État impeccable.

Charges trimestrielles : 1598.39 euros, eau froide et chaude, chauffage collectif compris

Proche de tous commerces et métros (Trocadéro : lignes 6 et 9, Victor Hugo : ligne 2), dans un quartier animé et très prisé. Proximité immédiate du Lycée Janson de Sailly et de l'université Paris Dauphine.

Professionnels de l'immobilier s'abstenir.
Diagnostics en cours de réactualisation.",| Victor Hugo| Trocadéro| Boissière
Vente Maison,Lagny-sur-Marne (77400),360.000 €,8 pièces 4 chambres 142 m² Terrain 293 m² 2.535 € le m²,"Maison indépendante de 5 pièces principales, 98 m² de surface habitable sur 44 m² de sous-sol semi-enterré et balcon 8 m² dans un quartier résidentiel calme et recherché, proche centre-ville, tous commerces et écoles - sur terrain de 293 m² en jardin d'agrément avec mini-verger et terrasse. Belle exposition.

Venez découvrir ce pavillon rare à Lagny Sur Marne, composé principalement :

- à RdC : séjour traversant, cuisine indépendante aménagée, 1 chambre, salle de douche avec wc.
- à l'étage : 3 chambres, salle de bain et wc indépendant, accès combles.
- au sous-sol : garage-atelier, cellier et buanderie-chaufferie.
Construction traditionnelle de 1976 en bon état général avec extension en 1990. Travaux de rafraichissement à prévoir. Fenêtres en menuiseries bois en simple vitrage et double vitrage pour l'extension.
Chauffage central au fioul avec radiateurs fonte et électrique pour l'extension.

Autres atouts :
- Accès gare SNCF et RER par bus, lignes directes - station à 2 minutes à pied.
- Bien aménagé et accessible à RdC pour personnes à mobilité réduite (PMR).",| Lagny - Thorigny| Bussy-Saint-Georges| Val d’Europe
Vente Maison,Auvers-Saint-Georges (91580),660.000 €,8 pièces 6 chambres 217 m² Terrain 2.000 m²,"Belle maison de 217 m² avec jardin de 2000m², exposée Sud-Est au calme, à quelques pas de la Mairie, et du centre, à quelques minutes en voitures d’Etréchy, et de toutes commodités (écoles, commerces, transports – à 4km de la gare RER C).

Elle se compose d’une entrée avec placard desservant un double séjour lumineux (85m²) avec baies vitrées donnant sur le jardin, cuisine américaine équipée avec îlot central, une chambre et une salle de sport avec placards, salle d’eau privée (comprenant cabine de douche et lavabo) et un wc séparé avec lave-mains.

A l’étage, un palier dessert 4 chambres avec placards intégrés dont une suite parentale avec dressing et salle de bains (à finir), une salle de bains avec baignoire et lavabo, et un wc séparé avec lave-mains.

A l’extérieur, la terrasse donne sur un jardin entièrement clos et piscinable.

Un sous-sol total de 135m2 (possibilité de garer plusieurs voitures)

Pompe à chaleur neuve, ballon thermodynamique, double vitrage, stores électriques centralisés, matériaux haut de gamme, construite en 2006, deux portails automatiques, fibre.

Chauffage : plancher chauffant basse température
Toiture : petites tuiles, charpente traditionnelle

Taxe foncière : 2100E/ an

Diagnostics évolutif suite à l'installation d'une pompe à chaleur.",| Etrechy| Chamarande| Lardy
Vente Appartement,Saint-Cloud (92210),475.000 €,3 pièces 2 chambres 77 m² 6.169 € le m²,"Appartement situé au cœur de Saint-Cloud Village, dans une petite résidence de 31 co-propriétaires, entourée de verdure. L'accès immeuble est sécurisé par un Digicode et une gardienne. Cet appartement de 3 pièces de 77m², est au 1er étage sur 5, avec ascenseur.
Il est composé d'une entrée avec rangements, une grande salle de séjour, une cuisine américaine meublée, 2 grandes chambres de 15m² avec grands placards, une salle de bain avec baignoire, WC indépendants avec douche. 1 grande cave double située sur le même palier peut servir de rangements supplémentaires. Un local vélos sécurisé complète ce bien.
La belle distribution des pièces, les nombreux rangements ainsi que l'emplacement idéal sont les atouts de cet appartement en bon état.
Les charges mensuelles s'élèvent à 360 euros (chauffage au sol collectif, eau froide, eau chaude et gardienne).
Cet appartement est idéalement situé à proximité des commerces et écoles. Les transports sont à 5 min à pied : gare SNCF ligne L, Tramway T2 (accès La Défense en 12 min), Bus 52,72 et métro Ligne 10.",| Saint-Cloud| Parc de Saint-Cloud| Boulogne - Pont de Saint-Cloud (Rhin et Danube)
Vente Appartement,Arcueil (94110),435.000 €,4 pièces 3 chambres 95 m² 4.579 € le m²,"A Arcueil, limite Cachan et à moins de 3 km de Paris (porte d'Orléans), un grand appartement traversant 95m² (101 m² au total avec balcon), situé à proximité immédiate de toutes commodités, des écoles, des conservatoires, des commerces, de la poste, des banques, cabinets médicaux… et à 5 min à pied (350m) de la gare Arcueil Cachan RER B et future ligne 15 Grand Paris Express.

L'appartement, 5 pièces, au 2ème étage, se compose d'une entrée, d'une cuisine ouverte équipée, d'un grand séjour donnant sur un balcon de 6m², 3 chambres, possible d'une 4ème chambre, une grande salle de bain double vasque, un wc séparé avec lavabo, un grand cellier. Une cave complète ce bien. Un box de parking est également en vente.
Pas de travaux nécessaires.

Bâtiment construit en 1976. Copropriété de 90 lots, pas de procédures en cours ni de gros travaux prévus.
Charge mensuelle en moyenne : 275 € (y compris eau, chauffage géothermie…)
Taxe foncière 1591€
Dossier diagnostic réalisé et complet.
N'hésitez pas à me contacter pour d'autres photos et informations.",| Arcueil - Cachan| Laplace| Bagneux
Vente Appartement,Nogent-sur-Marne (94130),380.000 €,2 pièces 1 chambre 58 m² 6.552 € le m²,"Dans un immeuble de standing, 5 grand rue Charles de Gaulle et 2 boulevard de Strasbourg, à 4 min à pied du RER A et Bus, appartement de type F2 d'une surface de 58m² au 6eme et dernier étage.

Il se compose d'une entrée avec 3 placards, séjour avec balcon, chambre avec balcon, cuisine, salle de bain, wc sépare, cave.
Appartement traversant très lumineux, vue dégagée. Gardien sur place.",| Nogent-sur-Marne| Fontenay-sous-Bois| Nogent le Perreux
